person,event,offer_id,amount,reward,time,이상치여부
41486bbaab7a49e2afc05d2b48d3b00f,transaction,,16.68,,114,이상치아님
41486bbaab7a49e2afc05d2b48d3b00f,transaction,,25.67,,162,이상치아님
41486bbaab7a49e2afc05d2b48d3b00f,offer received,5a8bc65990b245e5a138643cd4eb9837,,,168,이상치아님
41486bbaab7a49e2afc05d2b48d3b00f,offer viewed,5a8bc65990b245e5a138643cd4eb9837,,,186,이상치아님
41486bbaab7a49e2afc05d2b48d3b00f,offer received,2906b810c7d4411798c6938adc9daaa5,,,336,이상치아님
41486bbaab7a49e2afc05d2b48d3b00f,offer viewed,2906b810c7d4411798c6938adc9daaa5,,,354,이상치아님
41486bbaab7a49e2afc05d2b48d3b00f,transaction,,16.42,,372,이상치아님
41486bbaab7a49e2afc05d2b48d3b00f,offer completed,2906b810c7d4411798c6938adc9daaa5,,2.0,372,이상치아님
41486bbaab7a49e2afc05d2b48d3b00f,offer received,9b98b8c7a33c4b65b9aebfe6a799e6d9,,,408,이상치아님
41486bbaab7a49e2afc05d2b48d3b00f,offer viewed,9b98b8c7a33c4b65b9aebfe6a799e6d9,,,420,이상치아님
41486bbaab7a49e2afc05d2b48d3b00f,transaction,,13.36,,426,이상치아님
41486bbaab7a49e2afc05d2b48d3b00f,offer completed,9b98b8c7a33c4b65b9aebfe6a799e6d9,,5.0,426,이상치아님
41486bbaab7a49e2afc05d2b48d3b00f,transaction,,27.56,,450,이상치아님
41486bbaab7a49e2afc05d2b48d3b00f,offer received,f19421c1d4aa40978ebb69ca19b0e20d,,,504,이상치아님
41486bbaab7a49e2afc05d2b48d3b00f,offer viewed,f19421c1d4aa40978ebb69ca19b0e20d,,,504,이상치아님
41486bbaab7a49e2afc05d2b48d3b00f,transaction,,15.15,,510,이상치아님
41486bbaab7a49e2afc05d2b48d3b00f,offer completed,f19421c1d4aa40978ebb69ca19b0e20d,,5.0,510,이상치아님
41486bbaab7a49e2afc05d2b48d3b00f,transaction,,23.47,,522,이상치아님
41486bbaab7a49e2afc05d2b48d3b00f,transaction,,635.14,,540,이상치
41486bbaab7a49e2afc05d2b48d3b00f,offer received,5a8bc65990b245e5a138643cd4eb9837,,,576,이상치아님
41486bbaab7a49e2afc05d2b48d3b00f,offer viewed,5a8bc65990b245e5a138643cd4eb9837,,,582,이상치아님
41486bbaab7a49e2afc05d2b48d3b00f,transaction,,20.82,,594,이상치아님
41486bbaab7a49e2afc05d2b48d3b00f,transaction,,20.69,,660,이상치아님
4180446d6f81480cbc467b969b9559bc,offer received,9b98b8c7a33c4b65b9aebfe6a799e6d9,,,0,이상치아님
4180446d6f81480cbc467b969b9559bc,offer viewed,9b98b8c7a33c4b65b9aebfe6a799e6d9,,,12,이상치아님
4180446d6f81480cbc467b969b9559bc,transaction,,5.28,,12,이상치아님
4180446d6f81480cbc467b969b9559bc,offer completed,9b98b8c7a33c4b65b9aebfe6a799e6d9,,5.0,12,이상치아님
4180446d6f81480cbc467b969b9559bc,transaction,,11.1,,48,이상치아님
4180446d6f81480cbc467b969b9559bc,transaction,,7.44,,102,이상치아님
4180446d6f81480cbc467b969b9559bc,transaction,,5.8,,186,이상치아님
4180446d6f81480cbc467b969b9559bc,transaction,,10.99,,222,이상치아님
4180446d6f81480cbc467b969b9559bc,transaction,,13.04,,324,이상치아님
4180446d6f81480cbc467b969b9559bc,offer received,2298d6c36e964ae4a3e7e9706d1fb8c2,,,336,이상치아님
4180446d6f81480cbc467b969b9559bc,offer viewed,2298d6c36e964ae4a3e7e9706d1fb8c2,,,366,이상치아님
4180446d6f81480cbc467b969b9559bc,transaction,,14.39,,378,이상치아님
4180446d6f81480cbc467b969b9559bc,offer completed,2298d6c36e964ae4a3e7e9706d1fb8c2,,3.0,378,이상치아님
4180446d6f81480cbc467b969b9559bc,transaction,,8.58,,390,이상치아님
4180446d6f81480cbc467b969b9559bc,offer received,0b1e1539f2cc45b7b9fa7c272da2e1d7,,,408,이상치아님
4180446d6f81480cbc467b969b9559bc,transaction,,4.77,,408,이상치아님
4180446d6f81480cbc467b969b9559bc,transaction,,7.48,,468,이상치아님
4180446d6f81480cbc467b969b9559bc,transaction,,5.59,,486,이상치아님
4180446d6f81480cbc467b969b9559bc,offer received,4d5c57ea9a6940dd891ad53e9dbe8da0,,,504,이상치아님
4180446d6f81480cbc467b969b9559bc,offer viewed,4d5c57ea9a6940dd891ad53e9dbe8da0,,,510,이상치아님
4180446d6f81480cbc467b969b9559bc,transaction,,10.48,,510,이상치아님
4180446d6f81480cbc467b969b9559bc,offer completed,0b1e1539f2cc45b7b9fa7c272da2e1d7,,5.0,510,이상치아님
4180446d6f81480cbc467b969b9559bc,offer completed,4d5c57ea9a6940dd891ad53e9dbe8da0,,10.0,510,이상치아님
4180446d6f81480cbc467b969b9559bc,transaction,,270.13,,534,이상치
4180446d6f81480cbc467b969b9559bc,transaction,,10.39,,570,이상치아님
4180446d6f81480cbc467b969b9559bc,offer received,4d5c57ea9a6940dd891ad53e9dbe8da0,,,576,이상치아님
4180446d6f81480cbc467b969b9559bc,transaction,,10.29,,576,이상치아님
4180446d6f81480cbc467b969b9559bc,offer completed,4d5c57ea9a6940dd891ad53e9dbe8da0,,10.0,576,이상치아님
4180446d6f81480cbc467b969b9559bc,transaction,,4.19,,600,이상치아님
4180446d6f81480cbc467b969b9559bc,offer viewed,4d5c57ea9a6940dd891ad53e9dbe8da0,,,654,이상치아님
4180446d6f81480cbc467b969b9559bc,transaction,,9.51,,684,이상치아님
41eb66dfb4824a029f7abb81c140c267,offer received,2298d6c36e964ae4a3e7e9706d1fb8c2,,,0,이상치아님
41eb66dfb4824a029f7abb81c140c267,offer viewed,2298d6c36e964ae4a3e7e9706d1fb8c2,,,30,이상치아님
41eb66dfb4824a029f7abb81c140c267,transaction,,9.57,,96,이상치아님
41eb66dfb4824a029f7abb81c140c267,offer completed,2298d6c36e964ae4a3e7e9706d1fb8c2,,3.0,96,이상치아님
41eb66dfb4824a029f7abb81c140c267,transaction,,13.13,,108,이상치아님
41eb66dfb4824a029f7abb81c140c267,transaction,,6.69,,144,이상치아님
41eb66dfb4824a029f7abb81c140c267,offer received,4d5c57ea9a6940dd891ad53e9dbe8da0,,,168,이상치아님
41eb66dfb4824a029f7abb81c140c267,offer viewed,4d5c57ea9a6940dd891ad53e9dbe8da0,,,180,이상치아님
41eb66dfb4824a029f7abb81c140c267,transaction,,4.09,,204,이상치아님
41eb66dfb4824a029f7abb81c140c267,transaction,,5.64,,222,이상치아님
41eb66dfb4824a029f7abb81c140c267,transaction,,10.71,,240,이상치아님
41eb66dfb4824a029f7abb81c140c267,offer completed,4d5c57ea9a6940dd891ad53e9dbe8da0,,10.0,240,이상치아님
41eb66dfb4824a029f7abb81c140c267,transaction,,13.85,,264,이상치아님
41eb66dfb4824a029f7abb81c140c267,transaction,,5.49,,270,이상치아님
41eb66dfb4824a029f7abb81c140c267,transaction,,2.09,,324,이상치아님
41eb66dfb4824a029f7abb81c140c267,offer received,2298d6c36e964ae4a3e7e9706d1fb8c2,,,336,이상치아님
41eb66dfb4824a029f7abb81c140c267,transaction,,4.71,,372,이상치아님
41eb66dfb4824a029f7abb81c140c267,offer viewed,2298d6c36e964ae4a3e7e9706d1fb8c2,,,378,이상치아님
41eb66dfb4824a029f7abb81c140c267,transaction,,12.15,,390,이상치아님
41eb66dfb4824a029f7abb81c140c267,offer completed,2298d6c36e964ae4a3e7e9706d1fb8c2,,3.0,390,이상치아님
41eb66dfb4824a029f7abb81c140c267,offer received,ae264e3637204a6fb9bb56bc8210ddfd,,,408,이상치아님
41eb66dfb4824a029f7abb81c140c267,offer viewed,ae264e3637204a6fb9bb56bc8210ddfd,,,408,이상치아님
41eb66dfb4824a029f7abb81c140c267,offer received,f19421c1d4aa40978ebb69ca19b0e20d,,,504,이상치아님
41eb66dfb4824a029f7abb81c140c267,transaction,,4.48,,504,이상치아님
41eb66dfb4824a029f7abb81c140c267,offer viewed,f19421c1d4aa40978ebb69ca19b0e20d,,,522,이상치아님
41eb66dfb4824a029f7abb81c140c267,transaction,,9.53,,522,이상치아님
41eb66dfb4824a029f7abb81c140c267,offer completed,f19421c1d4aa40978ebb69ca19b0e20d,,5.0,522,이상치아님
41eb66dfb4824a029f7abb81c140c267,transaction,,16.01,,552,이상치아님
41eb66dfb4824a029f7abb81c140c267,offer completed,ae264e3637204a6fb9bb56bc8210ddfd,,10.0,552,이상치아님
41eb66dfb4824a029f7abb81c140c267,offer received,2298d6c36e964ae4a3e7e9706d1fb8c2,,,576,이상치아님
41eb66dfb4824a029f7abb81c140c267,transaction,,218.13,,588,이상치
41eb66dfb4824a029f7abb81c140c267,offer completed,2298d6c36e964ae4a3e7e9706d1fb8c2,,3.0,588,이상치아님
41eb66dfb4824a029f7abb81c140c267,offer viewed,2298d6c36e964ae4a3e7e9706d1fb8c2,,,642,이상치아님
41eb66dfb4824a029f7abb81c140c267,transaction,,8.11,,642,이상치아님
41eb66dfb4824a029f7abb81c140c267,transaction,,12.93,,702,이상치아님
41ed54800a2042988866ecd7d971e2e5,offer received,fafdcd668e3743c1bb461111dcafc2a4,,,0,이상치아님
41ed54800a2042988866ecd7d971e2e5,transaction,,703.57,,60,이상치
41ed54800a2042988866ecd7d971e2e5,offer completed,fafdcd668e3743c1bb461111dcafc2a4,,2.0,60,이상치아님
41ed54800a2042988866ecd7d971e2e5,offer viewed,fafdcd668e3743c1bb461111dcafc2a4,,,84,이상치아님
41ed54800a2042988866ecd7d971e2e5,transaction,,23.39,,108,이상치아님
41ed54800a2042988866ecd7d971e2e5,transaction,,21.49,,126,이상치아님
41ed54800a2042988866ecd7d971e2e5,offer received,5a8bc65990b245e5a138643cd4eb9837,,,168,이상치아님
41ed54800a2042988866ecd7d971e2e5,offer viewed,5a8bc65990b245e5a138643cd4eb9837,,,198,이상치아님
41ed54800a2042988866ecd7d971e2e5,offer received,fafdcd668e3743c1bb461111dcafc2a4,,,336,이상치아님
41ed54800a2042988866ecd7d971e2e5,offer viewed,fafdcd668e3743c1bb461111dcafc2a4,,,372,이상치아님
41ed54800a2042988866ecd7d971e2e5,transaction,,25.18,,372,이상치아님
41ed54800a2042988866ecd7d971e2e5,offer completed,fafdcd668e3743c1bb461111dcafc2a4,,2.0,372,이상치아님
41ed54800a2042988866ecd7d971e2e5,offer received,3f207df678b143eea3cee63160fa8bed,,,408,이상치아님
41ed54800a2042988866ecd7d971e2e5,transaction,,19.86,,408,이상치아님
41ed54800a2042988866ecd7d971e2e5,transaction,,20.6,,426,이상치아님
41ed54800a2042988866ecd7d971e2e5,transaction,,24.17,,432,이상치아님
41ed54800a2042988866ecd7d971e2e5,transaction,,23.03,,480,이상치아님
41ed54800a2042988866ecd7d971e2e5,offer received,9b98b8c7a33c4b65b9aebfe6a799e6d9,,,504,이상치아님
41ed54800a2042988866ecd7d971e2e5,transaction,,16.91,,558,이상치아님
41ed54800a2042988866ecd7d971e2e5,offer completed,9b98b8c7a33c4b65b9aebfe6a799e6d9,,5.0,558,이상치아님
41ed54800a2042988866ecd7d971e2e5,transaction,,23.82,,630,이상치아님
41ed54800a2042988866ecd7d971e2e5,transaction,,22.37,,696,이상치아님
41ed54800a2042988866ecd7d971e2e5,transaction,,27.14,,708,이상치아님
427ad78ade6547a49e59cd1fb2ca3302,offer received,3f207df678b143eea3cee63160fa8bed,,,0,이상치아님
427ad78ade6547a49e59cd1fb2ca3302,offer viewed,3f207df678b143eea3cee63160fa8bed,,,6,이상치아님
427ad78ade6547a49e59cd1fb2ca3302,transaction,,13.94,,18,이상치아님
427ad78ade6547a49e59cd1fb2ca3302,transaction,,20.68,,60,이상치아님
427ad78ade6547a49e59cd1fb2ca3302,offer received,2906b810c7d4411798c6938adc9daaa5,,,168,이상치아님
427ad78ade6547a49e59cd1fb2ca3302,transaction,,372.65,,204,이상치
427ad78ade6547a49e59cd1fb2ca3302,offer completed,2906b810c7d4411798c6938adc9daaa5,,2.0,204,이상치아님
427ad78ade6547a49e59cd1fb2ca3302,offer viewed,2906b810c7d4411798c6938adc9daaa5,,,210,이상치아님
427ad78ade6547a49e59cd1fb2ca3302,transaction,,21.17,,246,이상치아님
427ad78ade6547a49e59cd1fb2ca3302,transaction,,17.93,,336,이상치아님
427ad78ade6547a49e59cd1fb2ca3302,transaction,,23.04,,384,이상치아님
427ad78ade6547a49e59cd1fb2ca3302,transaction,,15.64,,396,이상치아님
427ad78ade6547a49e59cd1fb2ca3302,offer received,f19421c1d4aa40978ebb69ca19b0e20d,,,408,이상치아님
427ad78ade6547a49e59cd1fb2ca3302,offer viewed,f19421c1d4aa40978ebb69ca19b0e20d,,,414,이상치아님
427ad78ade6547a49e59cd1fb2ca3302,transaction,,13.09,,492,이상치아님
427ad78ade6547a49e59cd1fb2ca3302,offer completed,f19421c1d4aa40978ebb69ca19b0e20d,,5.0,492,이상치아님
427ad78ade6547a49e59cd1fb2ca3302,offer received,ae264e3637204a6fb9bb56bc8210ddfd,,,504,이상치아님
427ad78ade6547a49e59cd1fb2ca3302,offer viewed,ae264e3637204a6fb9bb56bc8210ddfd,,,528,이상치아님
427ad78ade6547a49e59cd1fb2ca3302,transaction,,11.15,,540,이상치아님
427ad78ade6547a49e59cd1fb2ca3302,offer completed,ae264e3637204a6fb9bb56bc8210ddfd,,10.0,540,이상치아님
427ad78ade6547a49e59cd1fb2ca3302,offer received,3f207df678b143eea3cee63160fa8bed,,,576,이상치아님
427ad78ade6547a49e59cd1fb2ca3302,offer viewed,3f207df678b143eea3cee63160fa8bed,,,594,이상치아님
427ad78ade6547a49e59cd1fb2ca3302,transaction,,15.24,,594,이상치아님
427ad78ade6547a49e59cd1fb2ca3302,transaction,,15.81,,606,이상치아님
43f9776020c542c293d8b296a33ea91f,offer received,0b1e1539f2cc45b7b9fa7c272da2e1d7,,,0,이상치아님
43f9776020c542c293d8b296a33ea91f,offer viewed,0b1e1539f2cc45b7b9fa7c272da2e1d7,,,24,이상치아님
43f9776020c542c293d8b296a33ea91f,offer received,4d5c57ea9a6940dd891ad53e9dbe8da0,,,168,이상치아님
43f9776020c542c293d8b296a33ea91f,offer viewed,4d5c57ea9a6940dd891ad53e9dbe8da0,,,204,이상치아님
43f9776020c542c293d8b296a33ea91f,offer received,2906b810c7d4411798c6938adc9daaa5,,,336,이상치아님
43f9776020c542c293d8b296a33ea91f,offer viewed,2906b810c7d4411798c6938adc9daaa5,,,366,이상치아님
43f9776020c542c293d8b296a33ea91f,offer received,0b1e1539f2cc45b7b9fa7c272da2e1d7,,,408,이상치아님
43f9776020c542c293d8b296a33ea91f,offer viewed,0b1e1539f2cc45b7b9fa7c272da2e1d7,,,408,이상치아님
43f9776020c542c293d8b296a33ea91f,transaction,,6.78,,462,이상치아님
43f9776020c542c293d8b296a33ea91f,transaction,,8.29,,474,이상치아님
43f9776020c542c293d8b296a33ea91f,offer completed,2906b810c7d4411798c6938adc9daaa5,,2.0,474,이상치아님
43f9776020c542c293d8b296a33ea91f,transaction,,416.54,,498,이상치
43f9776020c542c293d8b296a33ea91f,offer completed,0b1e1539f2cc45b7b9fa7c272da2e1d7,,5.0,498,이상치아님
43f9776020c542c293d8b296a33ea91f,offer received,2906b810c7d4411798c6938adc9daaa5,,,504,이상치아님
43f9776020c542c293d8b296a33ea91f,offer viewed,2906b810c7d4411798c6938adc9daaa5,,,504,이상치아님
43f9776020c542c293d8b296a33ea91f,offer received,9b98b8c7a33c4b65b9aebfe6a799e6d9,,,576,이상치아님
43f9776020c542c293d8b296a33ea91f,offer viewed,9b98b8c7a33c4b65b9aebfe6a799e6d9,,,594,이상치아님
454b00bdd77c4f588eb9f6cafd81dc5d,transaction,,27.22,,6,이상치아님
454b00bdd77c4f588eb9f6cafd81dc5d,transaction,,24.13,,174,이상치아님
454b00bdd77c4f588eb9f6cafd81dc5d,offer received,3f207df678b143eea3cee63160fa8bed,,,336,이상치아님
454b00bdd77c4f588eb9f6cafd81dc5d,transaction,,20.9,,426,이상치아님
454b00bdd77c4f588eb9f6cafd81dc5d,offer received,4d5c57ea9a6940dd891ad53e9dbe8da0,,,576,이상치아님
454b00bdd77c4f588eb9f6cafd81dc5d,offer viewed,4d5c57ea9a6940dd891ad53e9dbe8da0,,,642,이상치아님
454b00bdd77c4f588eb9f6cafd81dc5d,transaction,,1015.73,,690,이상치
454b00bdd77c4f588eb9f6cafd81dc5d,offer completed,4d5c57ea9a6940dd891ad53e9dbe8da0,,10.0,690,이상치아님
458339942fd54a30ab1c685d6d854358,offer received,4d5c57ea9a6940dd891ad53e9dbe8da0,,,0,이상치아님
458339942fd54a30ab1c685d6d854358,transaction,,19.0,,42,이상치아님
458339942fd54a30ab1c685d6d854358,offer completed,4d5c57ea9a6940dd891ad53e9dbe8da0,,10.0,42,이상치아님
458339942fd54a30ab1c685d6d854358,transaction,,18.35,,60,이상치아님
458339942fd54a30ab1c685d6d854358,offer viewed,4d5c57ea9a6940dd891ad53e9dbe8da0,,,66,이상치아님
458339942fd54a30ab1c685d6d854358,offer received,3f207df678b143eea3cee63160fa8bed,,,168,이상치아님
458339942fd54a30ab1c685d6d854358,transaction,,14.34,,174,이상치아님
458339942fd54a30ab1c685d6d854358,offer viewed,3f207df678b143eea3cee63160fa8bed,,,192,이상치아님
458339942fd54a30ab1c685d6d854358,transaction,,17.01,,192,이상치아님
458339942fd54a30ab1c685d6d854358,transaction,,11.0,,204,이상치아님
458339942fd54a30ab1c685d6d854358,transaction,,11.53,,258,이상치아님
458339942fd54a30ab1c685d6d854358,offer received,f19421c1d4aa40978ebb69ca19b0e20d,,,336,이상치아님
458339942fd54a30ab1c685d6d854358,offer viewed,f19421c1d4aa40978ebb69ca19b0e20d,,,348,이상치아님
458339942fd54a30ab1c685d6d854358,transaction,,7.16,,354,이상치아님
458339942fd54a30ab1c685d6d854358,offer completed,f19421c1d4aa40978ebb69ca19b0e20d,,5.0,354,이상치아님
458339942fd54a30ab1c685d6d854358,transaction,,22.34,,372,이상치아님
458339942fd54a30ab1c685d6d854358,transaction,,13.24,,390,이상치아님
458339942fd54a30ab1c685d6d854358,transaction,,488.47,,396,이상치
458339942fd54a30ab1c685d6d854358,offer received,ae264e3637204a6fb9bb56bc8210ddfd,,,408,이상치아님
458339942fd54a30ab1c685d6d854358,offer viewed,ae264e3637204a6fb9bb56bc8210ddfd,,,414,이상치아님
458339942fd54a30ab1c685d6d854358,transaction,,20.02,,438,이상치아님
458339942fd54a30ab1c685d6d854358,offer completed,ae264e3637204a6fb9bb56bc8210ddfd,,10.0,438,이상치아님
458339942fd54a30ab1c685d6d854358,transaction,,20.64,,456,이상치아님
458339942fd54a30ab1c685d6d854358,transaction,,19.36,,480,이상치아님
458339942fd54a30ab1c685d6d854358,transaction,,7.16,,516,이상치아님
458339942fd54a30ab1c685d6d854358,transaction,,12.21,,558,이상치아님
458339942fd54a30ab1c685d6d854358,transaction,,15.33,,564,이상치아님
458339942fd54a30ab1c685d6d854358,transaction,,15.18,,570,이상치아님
458339942fd54a30ab1c685d6d854358,offer received,2298d6c36e964ae4a3e7e9706d1fb8c2,,,576,이상치아님
458339942fd54a30ab1c685d6d854358,offer viewed,2298d6c36e964ae4a3e7e9706d1fb8c2,,,714,이상치아님
4625e6efd16e4dc5948837def0090cdb,offer received,2906b810c7d4411798c6938adc9daaa5,,,0,이상치아님
4625e6efd16e4dc5948837def0090cdb,transaction,,14.21,,66,이상치아님
4625e6efd16e4dc5948837def0090cdb,offer completed,2906b810c7d4411798c6938adc9daaa5,,2.0,66,이상치아님
4625e6efd16e4dc5948837def0090cdb,transaction,,13.62,,150,이상치아님
4625e6efd16e4dc5948837def0090cdb,offer received,5a8bc65990b245e5a138643cd4eb9837,,,168,이상치아님
4625e6efd16e4dc5948837def0090cdb,offer viewed,5a8bc65990b245e5a138643cd4eb9837,,,180,이상치아님
4625e6efd16e4dc5948837def0090cdb,transaction,,12.47,,186,이상치아님
4625e6efd16e4dc5948837def0090cdb,transaction,,16.52,,216,이상치아님
4625e6efd16e4dc5948837def0090cdb,offer received,0b1e1539f2cc45b7b9fa7c272da2e1d7,,,336,이상치아님
4625e6efd16e4dc5948837def0090cdb,offer received,fafdcd668e3743c1bb461111dcafc2a4,,,408,이상치아님
4625e6efd16e4dc5948837def0090cdb,offer viewed,fafdcd668e3743c1bb461111dcafc2a4,,,420,이상치아님
4625e6efd16e4dc5948837def0090cdb,transaction,,17.59,,432,이상치아님
4625e6efd16e4dc5948837def0090cdb,offer completed,fafdcd668e3743c1bb461111dcafc2a4,,2.0,432,이상치아님
4625e6efd16e4dc5948837def0090cdb,transaction,,9.7,,438,이상치아님
4625e6efd16e4dc5948837def0090cdb,offer completed,0b1e1539f2cc45b7b9fa7c272da2e1d7,,5.0,438,이상치아님
4625e6efd16e4dc5948837def0090cdb,transaction,,12.87,,480,이상치아님
4625e6efd16e4dc5948837def0090cdb,offer received,0b1e1539f2cc45b7b9fa7c272da2e1d7,,,504,이상치아님
4625e6efd16e4dc5948837def0090cdb,transaction,,16.5,,540,이상치아님
4625e6efd16e4dc5948837def0090cdb,transaction,,549.32,,576,이상치
4625e6efd16e4dc5948837def0090cdb,offer completed,0b1e1539f2cc45b7b9fa7c272da2e1d7,,5.0,576,이상치아님
4625e6efd16e4dc5948837def0090cdb,transaction,,12.78,,582,이상치아님
4625e6efd16e4dc5948837def0090cdb,transaction,,20.82,,708,이상치아님
46c1046acb4b4f29840ba3d55ba5682d,offer received,ae264e3637204a6fb9bb56bc8210ddfd,,,0,이상치아님
46c1046acb4b4f29840ba3d55ba5682d,offer viewed,ae264e3637204a6fb9bb56bc8210ddfd,,,18,이상치아님
46c1046acb4b4f29840ba3d55ba5682d,transaction,,13.96,,30,이상치아님
46c1046acb4b4f29840ba3d55ba5682d,offer completed,ae264e3637204a6fb9bb56bc8210ddfd,,10.0,30,이상치아님
46c1046acb4b4f29840ba3d55ba5682d,transaction,,24.45,,48,이상치아님
46c1046acb4b4f29840ba3d55ba5682d,transaction,,14.72,,114,이상치아님
46c1046acb4b4f29840ba3d55ba5682d,transaction,,7.52,,126,이상치아님
46c1046acb4b4f29840ba3d55ba5682d,transaction,,18.69,,156,이상치아님
46c1046acb4b4f29840ba3d55ba5682d,transaction,,9.55,,174,이상치아님
46c1046acb4b4f29840ba3d55ba5682d,transaction,,14.46,,222,이상치아님
46c1046acb4b4f29840ba3d55ba5682d,transaction,,370.47,,240,이상치
46c1046acb4b4f29840ba3d55ba5682d,offer received,f19421c1d4aa40978ebb69ca19b0e20d,,,336,이상치아님
46c1046acb4b4f29840ba3d55ba5682d,offer viewed,f19421c1d4aa40978ebb69ca19b0e20d,,,342,이상치아님
46c1046acb4b4f29840ba3d55ba5682d,transaction,,17.87,,384,이상치아님
46c1046acb4b4f29840ba3d55ba5682d,offer completed,f19421c1d4aa40978ebb69ca19b0e20d,,5.0,384,이상치아님
46c1046acb4b4f29840ba3d55ba5682d,offer received,fafdcd668e3743c1bb461111dcafc2a4,,,408,이상치아님
46c1046acb4b4f29840ba3d55ba5682d,offer viewed,fafdcd668e3743c1bb461111dcafc2a4,,,420,이상치아님
46c1046acb4b4f29840ba3d55ba5682d,transaction,,15.63,,456,이상치아님
46c1046acb4b4f29840ba3d55ba5682d,offer completed,fafdcd668e3743c1bb461111dcafc2a4,,2.0,456,이상치아님
46c1046acb4b4f29840ba3d55ba5682d,transaction,,5.33,,486,이상치아님
46c1046acb4b4f29840ba3d55ba5682d,transaction,,13.06,,564,이상치아님
46c1046acb4b4f29840ba3d55ba5682d,offer received,2298d6c36e964ae4a3e7e9706d1fb8c2,,,576,이상치아님
46c1046acb4b4f29840ba3d55ba5682d,offer viewed,2298d6c36e964ae4a3e7e9706d1fb8c2,,,594,이상치아님
46c1046acb4b4f29840ba3d55ba5682d,transaction,,23.73,,648,이상치아님
46c1046acb4b4f29840ba3d55ba5682d,offer completed,2298d6c36e964ae4a3e7e9706d1fb8c2,,3.0,648,이상치아님
46c1046acb4b4f29840ba3d55ba5682d,transaction,,12.53,,672,이상치아님
471938c318674a30afea015be6396cbd,offer received,2298d6c36e964ae4a3e7e9706d1fb8c2,,,0,이상치아님
471938c318674a30afea015be6396cbd,transaction,,11.27,,54,이상치아님
471938c318674a30afea015be6396cbd,offer completed,2298d6c36e964ae4a3e7e9706d1fb8c2,,3.0,54,이상치아님
471938c318674a30afea015be6396cbd,transaction,,697.13,,90,이상치
471938c318674a30afea015be6396cbd,offer received,4d5c57ea9a6940dd891ad53e9dbe8da0,,,168,이상치아님
471938c318674a30afea015be6396cbd,offer viewed,4d5c57ea9a6940dd891ad53e9dbe8da0,,,198,이상치아님
471938c318674a30afea015be6396cbd,transaction,,18.76,,204,이상치아님
471938c318674a30afea015be6396cbd,offer completed,4d5c57ea9a6940dd891ad53e9dbe8da0,,10.0,204,이상치아님
471938c318674a30afea015be6396cbd,transaction,,31.86,,258,이상치아님
471938c318674a30afea015be6396cbd,transaction,,26.58,,288,이상치아님
471938c318674a30afea015be6396cbd,offer received,ae264e3637204a6fb9bb56bc8210ddfd,,,336,이상치아님
471938c318674a30afea015be6396cbd,offer viewed,ae264e3637204a6fb9bb56bc8210ddfd,,,384,이상치아님
471938c318674a30afea015be6396cbd,offer received,ae264e3637204a6fb9bb56bc8210ddfd,,,408,이상치아님
471938c318674a30afea015be6396cbd,transaction,,23.2,,414,이상치아님
471938c318674a30afea015be6396cbd,offer completed,ae264e3637204a6fb9bb56bc8210ddfd,,10.0,414,이상치아님
471938c318674a30afea015be6396cbd,offer completed,ae264e3637204a6fb9bb56bc8210ddfd,,10.0,414,이상치아님
471938c318674a30afea015be6396cbd,offer viewed,ae264e3637204a6fb9bb56bc8210ddfd,,,426,이상치아님
471938c318674a30afea015be6396cbd,offer received,3f207df678b143eea3cee63160fa8bed,,,504,이상치아님
471938c318674a30afea015be6396cbd,transaction,,11.11,,516,이상치아님
471938c318674a30afea015be6396cbd,offer received,2906b810c7d4411798c6938adc9daaa5,,,576,이상치아님
471938c318674a30afea015be6396cbd,transaction,,12.93,,588,이상치아님
471938c318674a30afea015be6396cbd,offer completed,2906b810c7d4411798c6938adc9daaa5,,2.0,588,이상치아님
471938c318674a30afea015be6396cbd,transaction,,5.65,,624,이상치아님
471938c318674a30afea015be6396cbd,transaction,,9.03,,714,이상치아님
4854ec4591d14861a009094685279a5b,transaction,,4.55,,0,이상치아님
4854ec4591d14861a009094685279a5b,offer received,ae264e3637204a6fb9bb56bc8210ddfd,,,168,이상치아님
4854ec4591d14861a009094685279a5b,offer viewed,ae264e3637204a6fb9bb56bc8210ddfd,,,210,이상치아님
4854ec4591d14861a009094685279a5b,transaction,,1.74,,228,이상치아님
4854ec4591d14861a009094685279a5b,offer received,ae264e3637204a6fb9bb56bc8210ddfd,,,336,이상치아님
4854ec4591d14861a009094685279a5b,offer viewed,ae264e3637204a6fb9bb56bc8210ddfd,,,342,이상치아님
4854ec4591d14861a009094685279a5b,transaction,,1.27,,342,이상치아님
4854ec4591d14861a009094685279a5b,transaction,,3.14,,366,이상치아님
4854ec4591d14861a009094685279a5b,transaction,,1.92,,450,이상치아님
4854ec4591d14861a009094685279a5b,offer received,5a8bc65990b245e5a138643cd4eb9837,,,504,이상치아님
4854ec4591d14861a009094685279a5b,offer viewed,5a8bc65990b245e5a138643cd4eb9837,,,534,이상치아님
4854ec4591d14861a009094685279a5b,transaction,,126.24,,546,이상치
4854ec4591d14861a009094685279a5b,offer received,3f207df678b143eea3cee63160fa8bed,,,576,이상치아님
488066aa0ba04029a5867546d19b97d1,offer received,3f207df678b143eea3cee63160fa8bed,,,0,이상치아님
488066aa0ba04029a5867546d19b97d1,offer viewed,3f207df678b143eea3cee63160fa8bed,,,48,이상치아님
